,KNN/Kmeans,KNN/SMR,KNN/SVDD,Kmeans/KNN,Kmeans/SMR,Kmeans/SVDD,SMR/KNN,SMR/Kmeans,SMR/SVDD,SVDD/KNN,SVDD/Kmeans,SVDD/SMR
kalkulator.csv,0.266666667,0.4,0,1,0.8,0.5,0.5,0.266666667,0.5,0,0.066666667,0.2
log4j-1.0.csv,0.52173913,0.296296296,0,0.5,0.148148148,0,0.333333333,0.173913043,0.25,0,0,0.074074074
log4j-1.1.csv,0.722222222,0.285714286,0.166666667,0.565217391,0.19047619,0.166666667,0.260869565,0.222222222,0.166666667,0.043478261,0.055555556,0.047619048
log4j-1.2.csv,1,0.024390244,0,0.882352941,0.024390244,0,0.058823529,0.066666667,1,0,0,0.12195122
lucene-2.0.csv,0.383838384,0.179487179,0.125,0.791666667,0.230769231,0.5,0.145833333,0.090909091,0.5,0.020833333,0.04040404,0.102564103
lucene-2.2.csv,0.402061856,0.265306122,0.352941176,0.672413793,0.326530612,0.411764706,0.224137931,0.164948454,0.058823529,0.103448276,0.072164948,0.020408163
lucene-2.3.0.csv,0.409836066,0.229813665,1,0.5859375,0.298136646,0,0.2890625,0.262295082,1,0.0078125,0,0.00621118
lucene-2.4.csv,0.395973154,0.161764706,0.177777778,0.702380952,0.176470588,0.466666667,0.130952381,0.080536913,0.022222222,0.095238095,0.140939597,0.014705882
lucene-2.9.0.csv,0.321695761,0.252747253,0.5,0.602803738,0.421245421,0,0.322429907,0.286783042,1,0.004672897,0,0.007326007
lucene-3.0.0.csv,0.425742574,0.153558052,0.090835361,0.651515152,0.239700375,0.141119221,0.310606061,0.316831683,0.132197891,0.848484848,0.861386139,0.610486891
lucene-3.1.csv,0.859813084,0.080213904,0.4,0.876190476,0.073083779,0,0.428571429,0.38317757,1,0.019047619,0,0.008912656
MapDB-Class1.csv,0.515151515,0.196428571,0.041666667,0.68,0.196428571,0,0.44,0.333333333,0.25,0.04,0,0.107142857
MapDB-Class2.csv,0.678571429,0.166666667,0.035714286,0.59375,0.136363636,0,0.34375,0.321428571,0.214285714,0.03125,0,0.090909091
MapDB-Class3.csv,0.666666667,0.036144578,0,0.666666667,0.036144578,0,0.333333333,0.333333333,0.170731707,0,0,0.084337349
MapDB-Class4.csv,0.375,0.034482759,0,1,0.091954023,0.02173913,1,1,0.173913043,0,0.125,0.091954023
MapDB-Class5.csv,0.375,0.103448276,0,0.166666667,0.034482759,0,0.666666667,0.5,0.1875,0,0,0.077586207
MapDB-Class6.csv,0,0,0,0,0,0,0,0,0,0,0,0
mcMMO-Class1.csv,0.5,0.5625,0,0.8,0.375,0,0.6,0.25,0,0,0,0
mcMMO-Class2.csv,0.377777778,0.028571429,0.222222222,0.53125,0.085714286,0.111111111,0.03125,0.066666667,0.444444444,0.0625,0.022222222,0.114285714
mcMMO-Class3.csv,0.333333333,0.095238095,0.142857143,0.608695652,0.095238095,0.071428571,0.173913043,0.095238095,0.928571429,0.086956522,0.023809524,0.30952381
mcMMO-Class4.csv,0.409090909,0.116666667,0.058823529,0.613636364,0.183333333,0,0.159090909,0.166666667,0.882352941,0.022727273,0,0.25
mcMMO-Class5.csv,1,0.016129032,0,1,0.016129032,0,1,1,0.387096774,0,0,0.193548387
mcMMO-Class6.csv,0.69047619,0.064516129,0.1,0.828571429,0.048387097,0.05,0.114285714,0.071428571,0.95,0.057142857,0.023809524,0.306451613
mct-Class1.csv,0.714285714,0.00265252,0.006451613,0.555555556,0,0,0.111111111,0,0.612903226,0.111111111,0,0.25198939
mct-Class2.csv,1,0.007352941,0,0.857142857,0.004901961,0,0.428571429,0.333333333,0.099415205,0,0,0.041666667
mct-Class3.csv,1,0.006944444,0,1,0.006944444,0,0.428571429,0.428571429,0.125,0,0,0.053240741
neo4j-Class3.csv,0,0,0,0,0,0,0,0,0,0,0,0
neo4j-Class4.csv,1,0.001828154,0,0.833333333,0.001828154,0,0.083333333,0.1,0,0,0,0
neo4j-Class5.csv,0.714285714,0.003533569,0,0.75,0.003533569,0,0.15,0.142857143,0,0,0,0
neo4j-Class6.csv,0.777777778,0.005701254,0,0.7,0.004561003,0,0.5,0.444444444,0.247761194,0,0,0.094640821
neo4j-Class7.csv,0.765625,0.017811705,0.005586592,0.844827586,0.017811705,0.003724395,0.362068966,0.328125,0.277467412,0.051724138,0.03125,0.126378287
neo4j-Class8.csv,0.622222222,0.015135135,0.008356546,0.682926829,0.018378378,0.016713092,0.341463415,0.377777778,0.186629526,0.073170732,0.133333333,0.072432432
neo4j-Class9.csv,1,0.002526848,0.001694915,0.625,0.000631712,0,0.5,0.2,0.277966102,0.125,0,0.103600758
netty-Class1.csv,0.4,0.051470588,0,0.8,0.095588235,0,0.466666667,0.433333333,0,0,0,0
netty-Class2.csv,0.216666667,0.038961039,0,0.684210526,0.116883117,0,0.315789474,0.3,0,0,0,0
netty-Class3.csv,0.47761194,0.084269663,0.032608696,0.666666667,0.151685393,0.032608696,0.3125,0.402985075,0.260869565,0.0625,0.044776119,0.134831461
netty-Class4.csv,0.441860465,0.202614379,0.109375,0.581632653,0.274509804,0.078125,0.316326531,0.325581395,0.359375,0.071428571,0.03875969,0.150326797
netty-Class5.csv,0.302721088,0.065789474,0.064102564,0.552795031,0.135964912,0.153846154,0.093167702,0.105442177,0.884615385,0.031055901,0.040816327,0.302631579
netty-Class6.csv,0.37804878,0.170454545,0.049180328,0.543859649,0.162878788,0.040983607,0.394736842,0.262195122,0.032786885,0.052631579,0.030487805,0.015151515
netty-Class7.csv,0.453416149,0.151006711,0.028571429,0.695238095,0.177852349,0.021428571,0.428571429,0.329192547,0.092857143,0.038095238,0.01863354,0.043624161
netty-Class8.csv,0.35978836,0.145888594,0.022727273,0.666666667,0.169761273,0.005681818,0.539215686,0.338624339,0.113636364,0.039215686,0.005291005,0.053050398
netty-Class9.csv,1,1,1,1,1,1,1,1,1,1,1,1
nieruchomosci.csv,0.166666667,0,0,0.25,0,0,0,0,0.5,0,0,0.2
orientdb-Class1.csv,0.54,0.074468085,0.00877193,0.771428571,0.109929078,0.00877193,0.6,0.62,0.052631579,0.028571429,0.02,0.021276596
orientdb-Class2.csv,0.495652174,0.031152648,0.04040404,0.686746988,0.021806854,0.02020202,0.120481928,0.060869565,0.515151515,0.048192771,0.017391304,0.158878505
orientdb-Class3.csv,0.384375,0.078590786,0.046357616,0.657754011,0.159891599,0.145695364,0.155080214,0.184375,0.410596026,0.037433155,0.06875,0.16802168
orientdb-Class4.csv,0.460629921,0.031862745,0.042857143,0.75,0.034313725,0.042857143,0.083333333,0.05511811,0.742857143,0.038461538,0.023622047,0.254901961
orientdb-Class5.csv,0.404580153,0.004484305,0.014184397,0.630952381,0.00896861,0.007092199,0.023809524,0.030534351,0.80141844,0.023809524,0.007633588,0.253363229
orientdb-Class6.csv,0,0,0,0,0,0,0,0,0,0,0,0
oryx-Class1.csv,0.364583333,0.047169811,0.02173913,0.813953488,0.169811321,0.130434783,0.11627907,0.1875,0.543478261,0.023255814,0.0625,0.235849057
oryx-Class2.csv,0.652173913,0.028037383,0.048780488,0.9375,0.028037383,0.024390244,0.09375,0.065217391,0.682926829,0.0625,0.02173913,0.261682243
oryx-Class3.csv,1,0.027777778,0,1,0.027777778,0,0.428571429,0.428571429,0.255319149,0,0,0.111111111
oryx-Class4.csv,1,1,1,1,1,1,1,1,1,1,1,1
pbeans1.csv,1,0,0.25,0.75,0,0.25,0,0,0.25,0,0.166666667,0.2
