overlap ratio,AUC,Recall,Brier,Popt,pf,classifier
0.2541176470588235,0.8280000000000001,0.6551724137931034,0.1967213114754098,0.6473175557791613,0.128,GBM
0.1811764705882353,0.7515415070242657,0.6464148877941982,0.2923497267759563,0.6193376038186458,0.2326666666666666,GBM
0.1764705882352941,0.7395172413793103,0.6724137931034483,0.3387978142076502,0.542938433455951,0.344,GBM
0.1858823529411764,0.7308190578517947,0.6480794412920122,0.3169398907103825,0.5341610157772172,0.2897692307692308,GBM
0.2258823529411764,0.8629077615298086,0.6428571428571429,0.174863387978142,0.7602986263893985,0.0944881889763779,GBM
0.1929411764705882,0.7888388951381078,0.6537698412698413,0.2431693989071038,0.6495660558226072,0.1947178477690288,GBM
0.188235294117647,0.7667322834645669,0.6428571428571429,0.2459016393442623,0.6797343768681955,0.1968503937007874,GBM
0.16,0.718082114735658,0.5535714285714286,0.3278688524590163,0.5977092389697428,0.2755905511811024,GBM
0.1576470588235294,0.7076631618831108,0.5657096171802054,0.3333333333333332,0.6113161002153638,0.2726449275362318,GBM
0.2776470588235294,0.8499360613810742,0.5882352941176471,0.2404371584699453,0.7501579128807782,0.1391304347826087,GBM
0.2635294117647059,0.8296675191815857,0.5588235294117647,0.2295081967213114,0.7509175901255428,0.1043478260869565,GBM
0.2141176470588235,0.7589514066496164,0.5735294117647058,0.2841530054644808,0.6362258886702229,0.2,GBM
0.1835294117647058,0.7497510032645083,0.5784313725490196,0.2814207650273224,0.6352447979611331,0.2073877695298691,GBM
0.1364705882352941,0.6397974380357627,0.5,0.3551912568306011,0.5407234493191153,0.3015433070866141,GBM
0.1294117647058823,0.6859264841202182,0.5383403361344539,0.3524590163934425,0.6047081948199351,0.2766304347826087,GBM
0.2329411764705882,0.8236976630963971,0.6285714285714286,0.2404371584699453,0.7191577528684978,0.1153846153846153,GBM
0.2023529411764706,0.7949650582947043,0.6238095238095238,0.2404371584699453,0.6858429369098742,0.1634955752212389,GBM
0.1341176470588235,0.6443524829600779,0.55,0.3879781420765027,0.5712112340571027,0.3043478260869565,GBM
0.12,0.6156141940590759,0.4702380952380952,0.3688524590163934,0.5139625085746484,0.2448717948717948,GBM
0.1223529411764706,0.6318965061120234,0.5073529411764706,0.3797814207650273,0.550195280032023,0.2970384615384615,GBM
0.2423529411764705,0.8014629728678402,0.5784810126582278,0.2622950819672131,0.6268068952589393,0.1529101429543907,GBM
0.228235294117647,0.8498677248677249,0.6190476190476191,0.2185792349726776,0.6793253946712958,0.1333333333333333,GBM
0.2117647058823529,0.8145502645502645,0.5714285714285714,0.2349726775956284,0.6552667952480284,0.1333333333333333,GBM
0.148235294117647,0.717896551724138,0.6278051450465243,0.3114754098360656,0.5451064767773017,0.2776666666666667,GBM
0.2517647058823529,0.8552465233881162,0.6857142857142857,0.1857923497267759,0.7367975864784202,0.1061946902654867,GBM
0.1458823529411764,0.6190476190476191,0.4761904761904761,0.3907103825136612,0.5215934364151027,0.3249999999999999,GBM
0.1317647058823529,0.623448275862069,0.492063492063492,0.4043715846994535,0.5088339611549161,0.2980769230769231,GBM
0.1247058823529411,0.6408887468030691,0.4916666666666666,0.3715846994535519,0.5217357214475014,0.2801560758082497,GBM
0.1176470588235294,0.6217137293086661,0.4294755877034357,0.3934426229508196,0.5241207804415333,0.2876843657817109,GBM
0.1129411764705882,0.6214979611340371,0.4444444444444444,0.3825136612021858,0.5676742542049013,0.2713675213675213,GBM
0.108235294117647,0.5997931034482757,0.4285714285714285,0.3989071038251366,0.5450621913558017,0.2905982905982906,GBM
0.1388235294117647,0.6013909373975745,0.473015873015873,0.3961748633879781,0.5076923098980126,0.3153023598820058,GBM
0.1270588235294117,0.5871693121693122,0.4556962025316455,0.4098360655737705,0.521544056931699,0.3307086614173228,GBM
0.1105882352941176,0.624446386946387,0.4393939393939393,0.3743169398907103,0.5650016753976883,0.2625599332916406,GBM
0.1152941176470588,0.6289653206634368,0.4761904761904761,0.3715846994535519,0.574257465952819,0.2990384615384615,GBM
0.1058823529411764,0.6236896305793943,0.4494949494949494,0.366120218579235,0.5386154078105805,0.2706104044686722,GBM
0.0941176470588235,0.5970191226096739,0.4333333333333333,0.3715846994535519,0.4979711639353536,0.2654867256637168,GBM
0.1035294117647058,0.608759842519685,0.430379746835443,0.3825136612021858,0.522833274999962,0.28,GBM
0.0988235294117647,0.593363329583802,0.4333333333333333,0.3715846994535519,0.5341366323355519,0.2755905511811024,GBM
0.0917647058823529,0.5869964314805476,0.4321839080459769,0.3715846994535519,0.5184909832072774,0.2735042735042735,GBM
0.1011764705882353,0.6019352482960078,0.4126984126984127,0.3825136612021858,0.5487285407908198,0.2755905511811024,GBM
0.0870588235294117,0.6164961636828644,0.4126984126984127,0.3770491803278688,0.5384576407656425,0.2666666666666666,GBM
0.0823529411764705,0.6123191639474381,0.4122315592903828,0.3825136612021858,0.5332606217447609,0.2620869565217391,GBM
0.08,0.6352941176470589,0.4571428571428571,0.360655737704918,0.5589942090640467,0.2520325203252032,GBM
0.0894117647058823,0.6247967479674797,0.4482758620689655,0.3715846994535519,0.5341554741115475,0.2735042735042735,GBM
0.0776470588235294,0.609418210550392,0.4068627450980392,0.3825136612021858,0.5698837511386522,0.2701463414634146,GBM
0.0752941176470588,0.5562169312169312,0.3809523809523809,0.3879781420765027,0.5133531298706867,0.2654867256637168,GBM
0.0964705882352941,0.5928535993687674,0.420981971614883,0.3770491803278688,0.5218747841635833,0.2666666666666666,GBM
0.0847058823529411,0.6217479674796749,0.4264705882352941,0.3825136612021858,0.5726613003875409,0.2608695652173913,GBM
0.0729411764705882,0.5326169405815424,0.2928571428571428,0.412568306010929,0.5270174389744839,0.247787610619469,GBM
0.068235294117647,0.5313527180783818,0.3,0.4262295081967213,0.5256045354543454,0.2699115044247787,GBM
0.0705882352941176,0.5328697850821744,0.3,0.4262295081967213,0.5277177016752701,0.2522123893805309,GBM
0.0611764705882353,0.5111251580278129,0.2857142857142857,0.4262295081967213,0.5245579654734039,0.2743362831858407,GBM
0.0588235294117647,0.5123261694058154,0.3,0.4508196721311475,0.5141258008439287,0.2964601769911504,GBM
0.0658823529411764,0.5296460176991151,0.2928571428571428,0.4562841530054644,0.5450028496391475,0.3008849557522124,GBM
0.0635294117647058,0.5261694058154235,0.3,0.4234972677595627,0.5719887961857733,0.2544824932666409,GBM
0.0564705882352941,0.5118836915297093,0.2642857142857142,0.4371584699453552,0.5058737633689612,0.2522123893805309,GBM
0.2494117647058823,0.7569460631960632,0.4797979797979798,0.2568306010928961,0.7314773871729225,0.1098290598290598,GBM
0.2305882352941176,0.6737477042786777,0.3582251082251082,0.3196721311475409,0.6241787278332589,0.1301716965433779,GBM
0.2047058823529411,0.7618062317429406,0.6075949367088608,0.2841530054644808,0.6507731752641602,0.1442307692307692,GBM
0.1905882352941176,0.6798728885012071,0.382034632034632,0.319672131147541,0.6395414974224698,0.148627184025414,GBM
0.1670588235294117,0.5905564343064342,0.3629148629148629,0.3770491803278688,0.6109458602248194,0.2302350427350427,GBM
0.1623529411764706,0.6088941151441152,0.452020202020202,0.3934426229508196,0.5656669423364358,0.2478632478632478,GBM
0.1529411764705882,0.5725869672772328,0.2796536796536796,0.412568306010929,0.5746402840519558,0.2526709401709401,GBM
0.1435294117647058,0.6019312627719706,0.2955696202531646,0.4098360655737705,0.6160151751921106,0.2027314499659632,GBM
0.1411764705882353,0.598478835978836,0.5238095238095238,0.3934426229508196,0.5564338815355573,0.4,GBM
0.2235294117647059,0.8151455026455026,0.7241379310344828,0.2240437158469945,0.729829261117099,0.176,GBM
0.2070588235294117,0.6287610619469027,0.2142857142857142,0.4098360655737705,0.644071729196442,0.1769911504424778,GBM
0.1976470588235294,0.6977809419265975,0.4357142857142857,0.2950819672131147,0.6917868279390649,0.1811023622047244,GBM
0.1788235294117647,0.7336295034079845,0.6075949367088608,0.3333333333333333,0.6583294577786969,0.173076923076923,GBM
0.1741176470588235,0.7509394481014866,0.6763546798029556,0.3005464480874317,0.6672007699800024,0.2514690265486725,GBM
0.1694117647058823,0.692019509796868,0.4452380952380952,0.3251366120218579,0.709249481396323,0.1919202820346787,GBM
0.1552941176470588,0.6099873577749684,0.492063492063492,0.4153005464480874,0.6347711421784876,0.344,GBM
0.2611764705882353,0.9003968253968254,0.8253968253968254,0.1311475409836065,0.8297177743314947,0.1083333333333333,GBM
0.2376470588235294,0.8088439965358124,0.550186741363212,0.2377049180327868,0.725652451904948,0.1240942028985506,GBM
0.1952941176470588,0.8050649977074027,0.6340164757886277,0.26775956284153,0.6798861840194216,0.1964743589743589,GBM
0.1717647058823529,0.6948082010582011,0.5396825396825397,0.355191256830601,0.5726786412706113,0.2264435695538056,GBM
0.1505882352941176,0.6910714285714286,0.6166666666666667,0.3551912568306011,0.6244869792731826,0.2735042735042735,GBM
0.2541176470588235,0.921103448275862,0.6379310344827587,0.1530054644808743,0.7606479349973945,0.056,GBM
0.1811764705882353,0.7363149060390441,0.7155172413793103,0.2377049180327868,0.6667596071352515,0.2128333333333333,GBM
0.1764705882352941,0.6688275862068966,0.6896551724137931,0.3387978142076502,0.5572995079607787,0.352,GBM
0.1858823529411764,0.759653132659571,0.6739415102575295,0.2978142076502732,0.6321146064641865,0.2729615384615384,GBM
0.2258823529411764,0.8939820022497187,0.7857142857142857,0.1475409836065573,0.8905878991220861,0.1181102362204724,GBM
0.1929411764705882,0.8259574324042829,0.6785714285714286,0.2185792349726776,0.7397117995015787,0.1704068241469816,GBM
0.188235294117647,0.7417744656917885,0.4107142857142857,0.2404371584699453,0.693898886409832,0.0866141732283464,GBM
0.16,0.7417744656917884,0.7321428571428571,0.2786885245901639,0.7280028281106954,0.2834645669291338,GBM
0.1576470588235294,0.673478835978836,0.6111111111111112,0.3306010928961748,0.5951311902860139,0.2875656167979002,GBM
0.2776470588235294,0.7327365728900256,0.5147058823529411,0.2896174863387978,0.6837877703049012,0.1739130434782608,GBM
0.2635294117647059,0.6549872122762148,0.2058823529411764,0.3169398907103825,0.6588405781980666,0.0347826086956521,GBM
0.2141176470588235,0.6099104859335037,0.1617647058823529,0.3387978142076502,0.6049230563239264,0.0434782608695652,GBM
0.1835294117647058,0.7519762924611344,0.5455882352941177,0.26775956284153,0.7058505854756576,0.164475079533404,GBM
0.1364705882352941,0.639149412357938,0.4741379310344827,0.355191256830601,0.5845533421060114,0.284,GBM
0.1294117647058823,0.6327693413323334,0.5565476190476191,0.3797814207650273,0.6209982404613077,0.2652173913043478,GBM
0.2329411764705882,0.8235777496839444,0.6833333333333333,0.2131147540983606,0.7536953073249287,0.1153846153846153,GBM
0.2023529411764706,0.7960709603408718,0.655952380952381,0.2459016393442622,0.7241673004570575,0.1280487804878048,GBM
0.1341176470588235,0.613618925831202,0.4430379746835443,0.3825136612021858,0.601335293061527,0.2596153846153846,GBM
0.12,0.5887961575461576,0.4211822660098521,0.366120218579235,0.5528506953468,0.2530604719764011,GBM
0.1223529411764706,0.6017526455026455,0.4794745484400656,0.3934426229508196,0.5683289605312201,0.2920568561872909,GBM
0.2423529411764705,0.6971654088042573,0.3045207956600361,0.3333333333333333,0.6449462617919054,0.0767528931245745,GBM
0.228235294117647,0.8593253968253968,0.7936507936507936,0.1693989071038251,0.7826186580345068,0.15,GBM
0.2117647058823529,0.846626984126984,0.6825396825396826,0.2021857923497267,0.7303925424287104,0.1416666666666666,GBM
0.148235294117647,0.6984827586206896,0.5862068965517242,0.3251366120218579,0.6045214426152864,0.272,GBM
0.2517647058823529,0.7605562579013907,0.5142857142857142,0.2568306010928962,0.7195081898699109,0.1150442477876106,GBM
0.1458823529411764,0.5860856735856736,0.5238095238095237,0.4043715846994535,0.5896302011844106,0.3958333333333333,GBM
0.1317647058823529,0.6078992210321323,0.4482758620689655,0.3934426229508196,0.5326050446169054,0.2788461538461538,GBM
0.1247058823529411,0.5961929040251825,0.536904761904762,0.3825136612021858,0.5549829031655455,0.3000151274487557,GBM
0.1176470588235294,0.5841602841602841,0.4206349206349206,0.3934426229508196,0.5352441183351737,0.2832595870206489,GBM
0.1129411764705882,0.5881207400194741,0.3803496081977094,0.3934426229508196,0.5659331214436564,0.2743362831858407,GBM
0.108235294117647,0.5970058422590069,0.4050632911392405,0.3934426229508196,0.5591317323809005,0.25,GBM
0.1388235294117647,0.6173889123004166,0.4246031746031745,0.412568306010929,0.6192305388417753,0.3106194690265487,GBM
0.1270588235294117,0.5782619279454723,0.4556962025316455,0.4262295081967213,0.5377171552268685,0.312,GBM
0.1105882352941176,0.5808009065883082,0.3953823953823954,0.3797814207650273,0.5751181506371389,0.2231194690265486,GBM
0.1152941176470588,0.6195971867007672,0.4044117647058823,0.3715846994535519,0.592053193115642,0.2463153644256006,GBM
0.1058823529411764,0.5883537576450961,0.4177215189873418,0.3715846994535519,0.5515708695288826,0.2706104044686722,GBM
0.0941176470588235,0.5977221597300338,0.4285714285714285,0.366120218579235,0.5300081330972675,0.2666666666666666,GBM
0.1035294117647058,0.5831390831390832,0.3793103448275862,0.3825136612021858,0.5535405122972316,0.2649572649572649,GBM
0.0988235294117647,0.5899184476940382,0.4126984126984127,0.366120218579235,0.5519006001817571,0.2520325203252032,GBM
0.0917647058823529,0.5851639794721375,0.4298029556650246,0.3715846994535519,0.5392203002782081,0.2652219953104908,GBM
0.1011764705882353,0.5775316455696202,0.4126984126984127,0.3770491803278688,0.5506690699047597,0.2666666666666666,GBM
0.0870588235294117,0.6020460358056267,0.45,0.360655737704918,0.5619663232815547,0.2583333333333333,GBM
0.0823529411764705,0.6037432313255138,0.4472222222222222,0.3743169398907103,0.6368479355681727,0.254334844233398,GBM
0.08,0.6300813008130082,0.4852941176470588,0.3442622950819672,0.6423978587317674,0.2389380530973451,GBM
0.0894117647058823,0.6015928515928516,0.3636363636363636,0.3715846994535519,0.5670235024384385,0.2439024390243902,GBM
0.0776470588235294,0.6046206896551725,0.4211822660098521,0.3633879781420764,0.5886018915656324,0.26,GBM
0.0752941176470588,0.574968394437421,0.3285714285714285,0.3934426229508196,0.6259361762540959,0.2347826086956521,GBM
0.0964705882352941,0.5863057484193787,0.3966885604816639,0.3715846994535519,0.5382658712825472,0.2478254292413584,GBM
0.0847058823529411,0.6156010230179029,0.4444444444444444,0.3551912568306011,0.6311220313356539,0.2357723577235772,GBM
0.0729411764705882,0.5669405815423514,0.2214285714285714,0.4207650273224044,0.6592287278167579,0.1814159292035397,GBM
0.068235294117647,0.5461441213653603,0.2142857142857142,0.4316939890710382,0.6353502329409295,0.275019785596086,GBM
0.0705882352941176,0.552370417193426,0.2214285714285713,0.4289617486338797,0.592667064776349,0.228241631396691,GBM
0.0611764705882353,0.5394437420986093,0.1857142857142857,0.4699453551912568,0.5689166672908407,0.2654867256637168,GBM
0.0588235294117647,0.5416245259165613,0.2642857142857142,0.4699453551912568,0.6228063396129797,0.3053097345132742,GBM
0.0658823529411764,0.5509797724399494,0.2285714285714285,0.4754098360655737,0.5994050825033519,0.2920353982300884,GBM
0.0635294117647058,0.5904551201011378,0.1928571428571428,0.4207650273224043,0.6658038043898642,0.1814159292035398,GBM
0.0564705882352941,0.5521491782553729,0.2071428571428571,0.4344262295081967,0.6060309190954418,0.2123893805309734,GBM
0.2494117647058823,0.6403982591482591,0.1403318903318903,0.3524590163934425,0.477511582192489,0.0756410256410256,LR
0.2305882352941176,0.6139493004537253,0.1668831168831168,0.3524590163934425,0.4893412172548943,0.069888813251645,LR
0.2047058823529411,0.6326071080817917,0.1645569620253164,0.3934426229508196,0.4917126173633985,0.0673076923076923,LR
0.1905882352941176,0.6156400138701024,0.2168831168831168,0.355191256830601,0.5088673241623509,0.1052870433401406,LR
0.1670588235294117,0.6155582843082843,0.1893939393939393,0.3743169398907103,0.4798744253642609,0.1340811965811965,LR
0.1623529411764706,0.5875134125134125,0.1424963924963924,0.3633879781420764,0.5108252699740498,0.0877136752136751,LR
0.1529411764705882,0.5494776554903137,0.120253164556962,0.3743169398907103,0.4827573536430083,0.0713495575221238,LR
0.1435294117647058,0.5451862220058423,0.2151898734177214,0.3743169398907103,0.4745538354451399,0.1107896528250509,LR
0.1411764705882353,0.5381613756613757,0.3015873015873015,0.3715846994535519,0.4578870864069397,0.2,LR
0.2235294117647059,0.6056878306878306,0.2413793103448276,0.360655737704918,0.5221001942657224,0.08,LR
0.2070588235294117,0.6005689001264223,0.1142857142857142,0.3825136612021858,0.54305814966155,0.0707964601769911,LR
0.1976470588235294,0.6134424293510625,0.1964285714285714,0.3387978142076502,0.5056938880584306,0.0789534436321661,LR
0.1788235294117647,0.6209225900681596,0.2666666666666666,0.3497267759562841,0.4843598940553364,0.0673076923076923,LR
0.1741176470588235,0.6646210820000872,0.3352216748768473,0.3415300546448087,0.6047507192680279,0.12,LR
0.1694117647058823,0.5652337955111536,0.1416666666666666,0.3387978142076502,0.5586771065951959,0.0447154471544715,LR
0.1552941176470588,0.6384259259259258,0.3103448275862069,0.360655737704918,0.5773544232179458,0.16,LR
0.2611764705882353,0.6380291005291004,0.3333333333333333,0.3224043715846995,0.5691838171846684,0.1416666666666666,LR
0.2376470588235294,0.6099449079148567,0.2096171802054154,0.3360655737704917,0.5117571798188716,0.0797101449275362,LR
0.1952941176470588,0.6378719996599743,0.2616033755274262,0.3715846994535519,0.5056595791925013,0.1288461538461538,LR
0.1717647058823529,0.6103148564762738,0.3253968253968253,0.3524590163934425,0.5220823189150593,0.1833333333333333,LR
0.1505882352941176,0.6155671859785784,0.2666666666666666,0.3387978142076502,0.4469084889557855,0.073170731707317,LR
0.2541176470588235,0.7142758620689655,0.2068965517241379,0.2677595628415301,0.5938993887122214,0.024,LR
0.1811764705882353,0.6539672505017333,0.3556376573617953,0.2978142076502732,0.5266495348062353,0.144,LR
0.1764705882352941,0.644551724137931,0.4137931034482758,0.3333333333333333,0.5659420440486973,0.216,LR
0.1858823529411764,0.6461699711244671,0.2886294194674814,0.3579234972677595,0.5367565514505631,0.1344615384615384,LR
0.2258823529411764,0.6457395950506187,0.2142857142857142,0.3005464480874317,0.5240723930728564,0.0866141732283464,LR
0.1929411764705882,0.58981767904012,0.1746031746031746,0.3196721311475409,0.5014566534901332,0.0833333333333333,LR
0.188235294117647,0.5353627671541057,0.0,0.3114754098360656,0.4688063965717365,0.0078740157480314,LR
0.16,0.6020106861642294,0.3214285714285714,0.3114754098360656,0.472509011581356,0.1496062992125984,LR
0.1576470588235294,0.6181428368448829,0.2904995331465919,0.3633879781420764,0.4767891199512664,0.1697463768115941,LR
0.2776470588235294,0.5824808184143223,0.1029411764705882,0.3387978142076502,0.4634346366743042,0.008695652173913,LR
0.2635294117647059,0.5845268542199488,0.1029411764705882,0.3387978142076502,0.4591221913134651,0.008695652173913,LR
0.2141176470588235,0.6220588235294118,0.1911764705882352,0.3551912568306011,0.4925379914698782,0.0869565217391304,LR
0.1835294117647058,0.6078620242724166,0.2647058823529411,0.3333333333333332,0.4622249871898124,0.1191940615058324,LR
0.1364705882352941,0.5693713314672637,0.2515822784810126,0.3278688524590163,0.4802332608631408,0.1313076923076923,LR
0.1294117647058823,0.5763427109974425,0.2589285714285714,0.3770491803278688,0.4213267811986071,0.1695652173913043,LR
0.2329411764705882,0.6580623306233063,0.2428571428571428,0.3333333333333333,0.5124945951282348,0.0707964601769911,LR
0.2023529411764706,0.6508137361714957,0.2626984126984126,0.3415300546448087,0.5129861264914982,0.1061946902654867,LR
